Category,Product_ID,Total_Revenue,Total_Units
Children,9879,22210.48,243
Children,13780,22206.25,322
Children,13650,22205.55,327
Children,9643,22145.25,159
Children,10502,22134.8,170
Children,9593,22093.51,271
Children,11100,22082.25,186
Children,9203,22075.42,243
Children,13333,22070.15,288
Children,10241,22061.1,142
Children,6547,22033.75,300
Children,11204,22018.35,159
Children,13671,21995.5,250
Children,12059,21994.95,276
Children,12995,21986.35,248
Children,9852,21944.7,159
Children,11697,21940.5,184
Children,6574,21910.12,308
Children,13151,21906.95,254
Children,11673,21885.63,227
Children,9644,21867.4,180
Children,6860,21865.9,373
Children,8448,21865.45,386
Children,4599,21852.95,158
Children,13051,21830.65,268
Children,8033,21815.25,258
Children,5951,21785.8,153
Children,14321,21763.7,289
Children,14555,21746.35,287
Children,10892,21744.0,166
Children,8812,21737.83,403
Children,10113,21733.79,236
Children,4755,21720.45,142
Children,8705,21715.25,250
Children,4288,21707.15,149
Children,14533,21699.5,255
Children,8914,21696.85,359
Children,8500,21688.16,360
Children,5509,21670.6,138
Children,5718,21667.0,159
Children,14092,21646.75,361
Children,13489,21636.85,247
Children,7902,21632.23,348
Children,14950,21617.2,378
Children,10320,21583.9,181
Children,12142,21565.3,354
Children,13883,21561.25,264
Children,3740,21533.41,386
Children,5639,21520.4,160
Children,12397,21515.9,251
Children,6651,21499.9,272
Children,4027,21493.9,136
Children,8602,21493.28,386
Children,6444,21491.27,376
Children,13983,21485.95,268
Children,10476,21484.9,182
Children,3275,21468.47,247
Children,13026,21464.6,406
Children,12063,21456.05,272
Children,13987,21455.35,269
Children,7566,21454.25,353
Children,12787,21451.6,258
Children,11723,21429.6,195
Children,14191,21385.85,279
Children,8367,21364.05,266
Children,4416,21362.97,364
Children,3247,21362.75,172
Children,7175,21331.5,288
Children,3767,21316.8,148
Children,4989,21287.25,149
Children,6677,21283.6,267
Children,6188,21276.65,355
Children,7666,21268.39,374
Children,7071,21263.6,274
Children,12740,21261.9,386
Children,10294,21255.9,161
Children,8654,21246.47,365
Children,10343,21239.75,197
Children,11231,21230.38,232
Children,11178,21208.7,158
Children,8524,21206.95,400
Children,11853,21199.9,169
Children,14607,21198.15,271
Children,9461,21195.25,180
Children,9748,21191.2,193
Children,12688,21187.35,377
Children,14871,21163.2,271
Children,9411,21154.6,268
Children,13130,21140.15,355
Children,4365,21136.5,170
Children,10736,21124.4,176
Children,3925,21123.06,216
Children,3871,21120.0,171
Children,10009,21097.23,240
Children,14507,21069.8,288
Children,12661,21056.35,268
Children,4937,21049.0,136
Children,10501,21042.8,169
Children,8318,21042.05,388
Children,9229,20950.79,261
Children,13910,20920.8,397
Children,14897,20911.75,250
Children,6681,20901.9,267
Children,9513,20897.1,174
Children,5691,20891.1,166
Children,8892,20875.5,349
Children,7561,20859.65,282
Children,7825,20853.3,277
Children,11568,20836.5,163
Children,14820,20832.95,363
Children,4208,20827.7,405
Children,3689,20826.4,152
Children,7252,20815.1,385
Children,5327,20795.0,138
Children,11438,20788.65,168
Children,9385,20782.17,204
Children,12922,20779.5,400
Children,8523,20767.3,274
Children,9775,20757.15,256
Children,3585,20745.6,161
Children,13385,20738.25,279
Children,7410,20730.25,328
Children,14741,20725.4,269
Children,9853,20713.64,230
Children,6938,20710.24,355
Children,12038,20698.8,333
Children,13468,20683.95,331
Children,5249,20682.4,149
Children,10683,20647.5,164
Children,13285,20622.45,273
Children,13935,20622.4,274
Children,12609,20602.75,280
Children,8188,20601.45,377
Children,7613,20592.9,251
Children,3194,20588.09,440
Children,11879,20571.6,151
Children,5769,20570.5,168
Children,13624,20568.35,368
Children,12532,20539.7,368
Children,9539,20534.4,151
Children,10527,20523.0,172
Children,9331,20515.3,178
Children,6470,20513.72,361
Children,4885,20494.8,137
Children,7278,20476.9,370
Children,12579,20461.8,305
Children,9722,20456.95,188
Children,5587,20454.55,180
Children,6708,20452.7,339
Children,3403,20450.45,129
Children,7172,20444.329999999998,383
Children,11125,20420.7,160
Children,11333,20411.85,178
Children,11933,20406.87,233
Children,11803,20406.65,226
Children,9903,20405.15,131
Children,8159,20383.05,269
Children,13233,20366.0,271
Children,12844,20365.3,345
Children,5561,20351.4,141
Children,7306,20344.6,354
Children,11565,20331.0,213
Children,9799,20310.15,167
Children,11775,20305.55,158
Children,12319,20294.5,232
Children,10891,20294.4,158
Children,9280,20285.65,165
Children,13255,20244.05,280
Children,12401,20235.75,247
Children,6265,20226.35,256
Children,6005,20207.9,245
Children,6836,20203.15,372
Children,7067,20197.3,254
Children,6886,20190.92,374
Children,5925,20180.65,151
Children,10295,20179.26,224
Children,6625,20171.9,266
Children,8267,20167.2,275
Children,14244,20164.43,420
Children,9563,20162.25,167
Children,14737,20151.05,281
Children,8368,20135.21,367
Children,7250,20121.05,363
Children,11542,20113.15,186
Children,6054,20112.079999999998,364
Children,14893,20106.45,282
Children,8003,20087.25,300
Children,9306,20082.2,183
Children,8578,20075.21,371
Children,14325,20044.45,299
Children,11489,20032.2,162
Children,11491,20029.81,224
Children,13493,20021.9,272
Children,13805,20019.1,306
Children,5431,19998.7,130
Children,9956,19985.05,183
Children,12345,19976.4,251
Children,9437,19970.78,214
Children,3507,19964.5,158
Children,11829,19921.13,217
Children,6630,19912.6,358
Children,7197,19891.95,275
Children,7978,19891.61,364
Children,12631,19854.6,291
Children,12709,19847.1,281
Children,12115,19839.05,267
Children,11750,19821.4,204
Children,7280,19791.55,359
Children,5069,19777.64,224
Children,12553,19771.5,282
Children,3898,19760.1,151
Children,3196,19757.1,170
Children,9800,19757.0,198
Children,5067,19751.7,163
Children,4157,19751.0,151
Children,6184,19734.72,332
Children,6703,19729.45,283
Children,10503,19720.55,249
Children,13389,19711.75,274
Children,11048,19708.8,173
Children,4081,19677.95,247
Children,3455,19667.3,152
Children,5172,19646.05,180
Children,13229,19638.85,290
Children,11959,19630.88,218
Children,3873,19623.88,220
Children,11307,19620.45,174
Children,4001,19618.15,150
Children,6812,19593.95,367
Children,12349,19589.9,284
Children,9957,19589.0,242
Children,3144,19574.6,164
Children,13281,19569.4,267
Children,9981,19567.5,211
Children,11022,19546.5,165
Children,9281,19517.96,226
Children,10008,19498.0,176
Children,13286,19494.75,381
Children,12449,19473.8,279
Children,9359,19469.6,221
Children,10789,19460.6,252
Children,6032,19436.35,339
Children,11101,19414.49,255
Children,8605,19403.5,236
Children,11335,19379.48,235
Children,3924,19365.25,160
Children,10216,19353.7,149
Children,9929,19351.7,166
Children,14815,19338.5,266
Children,14039,19309.05,305
Children,5015,19307.4,144
Children,5926,19307.05,140
Children,11282,19300.4,196
Children,7587,19283.05,232
Children,10681,19281.0,189
Children,7538,19261.7,342
Children,13467,19216.5,277
Children,3483,19214.63,190
Children,4678,19212.0,166
Children,7640,19198.78,394
Children,9253,19193.0,154
Children,8346,19191.0,324
Children,9514,19172.7,174
Children,13338,19164.25,362
Children,8055,19143.4,254
Children,6890,19131.05,343
Children,9696,19119.75,170
Children,6577,19106.2,270
Children,12168,19101.8,367
Children,3845,19097.6,143
Children,8475,19091.45,266
Children,3663,19084.25,164
Children,8969,19077.0,279
Children,14009,19065.95,277
Children,6521,19060.8,264
Children,3039,19041.4,142
Children,11153,19015.39,220
Children,3143,19014.5,148
Children,9227,19010.5,146
Children,13311,19005.0,270
Children,9695,18984.35,144
Children,9618,18971.55,184
Children,14139,18945.5,314
Children,10889,18941.7,172
Children,9254,18913.3,179
Children,10450,18898.55,163
Children,10268,18897.2,180
Children,10035,18849.85,253
Children,14503,18842.4,297
Children,4939,18822.44,203
Children,10425,18807.28,245
Children,6655,18788.05,261
Children,6864,18777.85,305
Children,12033,18775.0,286
Children,13753,18767.45,272
Children,9983,18761.66,230
Children,11413,18759.68,203
Children,8680,18739.38,400
Children,12423,18738.3,288
Children,8580,18732.8,350
Children,14845,18727.4,270
Children,11283,18726.67,240
Children,11074,18710.3,187
Children,10759,18707.2,176
Children,12428,18705.15,333
Children,4159,18690.07,234
Children,13494,18659.5,398
Children,14898,18658.2,369
Children,9151,18634.64,233
Children,6885,18627.5,255
Children,6288,18620.62,360
Children,12064,18618.05,367
Children,11619,18613.9,155
Children,7695,18612.45,263
Children,8554,18609.6,350
Children,14143,18603.65,253
Children,11776,18602.1,191
Children,12558,18550.5,304
Children,14300,18550.45,351
Children,14663,18548.9,269
Children,5953,18544.68,203
Children,13415,18534.8,286
Children,13073,18526.7,275
Children,14299,18522.25,273
Children,12297,18513.05,266
Children,9176,18511.1,202
Children,11591,18508.35,195
Children,11645,18500.0,171
Children,3820,18496.0,162
Children,8735,18493.7,263
Children,4703,18488.5,138
Children,9515,18474.74,226
Children,14763,18463.5,276
Children,5536,18451.1,159
Children,14586,18449.65,345
Children,7409,18445.7,258
Children,9255,18445.63,199
Children,3793,18437.75,164
Children,6417,18423.1,242
Children,9541,18417.81,227
Children,9697,18412.14,244
Children,8575,18411.05,255
Children,3221,18404.2,146
Children,10579,18389.1,163
Children,13052,18386.6,353
Children,10449,18379.5,165
Children,3325,18376.5,170
Children,12973,18371.75,322
Children,7483,18369.65,254
Children,9774,18369.25,160
Children,9097,18367.4,144
Children,14113,18353.9,291
Children,8709,18350.55,253
Children,14482,18345.4,373
Children,4859,18343.9,133
Children,7015,18328.75,229
Children,13156,18327.2,354
Children,9251,18325.15,186
Children,13337,18316.0,280
Children,6473,18314.55,277
Children,4235,18314.0,160
Children,10138,18313.6,168
Children,6474,18309.7,345
Children,5043,18297.18,189
Children,5016,18270.45,156
Children,5224,18264.5,161
Children,13181,18248.75,268
Children,7354,18248.59,347
Children,13155,18242.7,306
Children,3690,18236.05,138
Children,12605,18235.05,253
Children,4653,18233.83,208
Children,14456,18227.0,362
Children,9383,18188.75,158
Children,10475,18184.05,165
Children,11778,18167.78,246
Children,14581,18138.9,285
Children,9825,18136.5,146
Children,7019,18124.25,260
Children,4339,18123.5,155
Children,8371,18114.45,273
Children,14529,18103.2,265
Children,8471,18098.0,240
Children,5094,18097.0,151
Children,3119,18096.69,217
Children,5225,18076.11,210
Children,10840,18059.85,160
Children,11517,18057.42,205
Children,5197,18052.25,146
Children,11281,18046.4,160
Children,10034,18041.3,151
Children,10293,18006.85,160
Children,6343,17989.5,269
Children,7174,17964.48,379
Children,11227,17958.3,165
Children,12501,17955.55,278
Children,12895,17948.5,267
Children,14243,17943.0,274
Children,13260,17923.95,415
Children,11804,17923.63,245
Children,6759,17918.3,218
Children,5899,17910.4,128
Children,7384,17888.55,342
Children,5535,17878.9,166
Children,10135,17873.0,181
Children,11699,17847.16,238
Children,9749,17846.97,203
Children,11672,17819.5,158
Children,8085,17810.8,273
Children,5795,17801.35,149
Children,7201,17798.1,264
Children,11985,17795.75,288
Children,5847,17782.5,156
Children,12635,17778.4,279
Children,8761,17775.7,244
Children,8861,17773.45,232
Children,9619,17761.22,262
Children,6573,17741.8,253
Children,9693,17737.6,179
Children,12220,17732.45,349
Children,10499,17724.9,166
Children,8424,17722.0,370
Children,10398,17710.6,173
Children,10632,17694.55,171
Children,12843,17692.75,247
Children,4107,17677.21,199
Children,6807,17665.05,235
Children,7665,17654.65,241
Children,4028,17647.8,164
Children,10423,17647.25,171
Children,14867,17628.1,273
Children,4158,17620.5,177
Children,11646,17617.9,192
Children,10657,17597.8,178
Children,6395,17593.45,259
Children,12791,17591.25,308
Children,6183,17587.25,237
Children,4705,17581.43,198
Children,12813,17570.8,275
Children,11439,17552.56,213
Children,10191,17543.45,212
Children,4367,17537.01,238
Children,3819,17516.5,137
Children,5717,17504.5,139
Children,10525,17492.9,170
Children,9671,17471.71,232
Children,13441,17440.9,263
Children,9567,17438.44,228
Children,5483,17435.25,145
Children,3899,17434.0,198
Children,4597,17395.1,166
Children,12999,17394.9,263
Children,6785,17392.0,244
Children,3404,17371.0,160
Children,4834,17342.1,150
Children,5146,17341.0,167
Children,7851,17319.2,239
Children,7670,17314.7,358
Children,10163,17310.1,156
Children,9489,17303.64,221
Children,11907,17298.32,215
Children,6057,17262.55,230
Children,10555,17258.25,247
Children,7799,17236.2,219
Children,3769,17235.82,212
Children,11827,17227.7,134
Children,10528,17215.35,174
Children,4963,17214.7,152
Children,13962,17200.75,341
Children,12037,17191.05,245
Children,13021,17170.9,275
Children,10269,17168.02,214
Children,13177,17153.5,274
Children,11099,17140.9,177
Children,8913,17132.35,253
Children,5275,17124.1,167
Children,11567,17117.4,167
Children,4287,17117.3,120
Children,6993,17116.9,238
Children,11230,17115.5,155
Children,10424,17112.4,193
Children,10971,17089.12,224
Children,10815,17087.99,206
Children,14196,17085.55,380
Children,7852,17072.15,355
Children,14685,17062.15,300
Children,10060,17058.3,169
Children,4808,17035.85,152
Children,9305,17035.6,136
Children,10187,17025.6,175
Children,14066,17024.85,353
Children,5353,17018.0,141
Children,3013,17004.35,128
Children,3456,16997.95,167
Children,12948,16994.95,341
Children,6339,16984.25,273
Children,7899,16984.1,251
Children,10996,16980.4,159
Children,10477,16980.33,223
Children,14399,16979.3,287
Children,4315,16978.27,180
Children,10551,16974.6,193
Children,11725,16968.83,233
Children,5407,16965.15,211
Children,11177,16961.25,145
Children,10112,16936.0,200
Children,14767,16924.5,272
Children,6027,16917.95,255
Children,11487,16904.1,162
Children,12012,16884.35,336
Children,10140,16877.61,267
Children,12943,16871.3,277
Children,12085,16862.0,273
Children,10997,16855.03,220
Children,10918,16846.45,170
Children,5301,16841.3,148
Children,8627,16840.15,244
Children,9670,16836.8,157
Children,5743,16834.3,159
Children,11361,16833.94,254
Children,10785,16829.25,189
Children,12141,16818.9,291
Children,14065,16801.25,284
Children,10788,16795.7,153
Children,14789,16785.5,273
Children,6421,16784.6,253
Children,12506,16774.35,331
Children,9149,16774.1,175
Children,5666,16762.1,146
Children,11126,16761.1,173
Children,3195,16755.85,154
Children,4469,16755.75,176
Children,12896,16738.4,354
Children,9641,16726.4,165
Children,6942,16716.85,321
Children,8891,16716.25,246
Children,11906,16715.25,166
Children,5223,16699.2,140
Children,11152,16680.55,175
Children,4987,16680.0,168
Children,10866,16673.5,167
Children,8237,16672.7,251
Children,9802,16647.0,228
Children,6733,16621.25,267
Children,5145,16610.5,150
Children,10655,16594.85,163
Children,5406,16585.5,151
Children,9875,16580.1,162
Children,10762,16547.25,161
Children,13853,16546.9,270
Children,7925,16540.7,252
Children,14477,16536.6,268
Children,5744,16530.25,156
Children,4833,16523.5,162
Children,8991,16510.25,167
Children,8341,16506.35,255
Children,3092,16505.5,163
Children,5041,16504.8,137
Children,11256,16492.3,144
Children,10894,16484.08,205
Children,9851,16467.1,136
Children,3533,16459.8,158
Children,7981,16453.6,233
Children,4626,16451.6,161
Children,13208,16449.05,355
Children,11127,16444.58,207
Children,4133,16441.7,187
Children,6837,16439.9,237
Children,4964,16438.5,141
Children,3795,16436.92,203
Children,3093,16433.92,221
Children,3063,16420.0,161
Children,8007,16419.15,263
Children,14689,16402.45,265
Children,3065,16398.5,133
Children,14351,16393.0,265
